# Mouse TFs were from TcoF-DBv2 (PMID: 27789689). We performed symbol update and Ensembl gene id mapping in December, 2020. -- MG
Symbol	EntrezID	Name	Species	Symbol_20201219	EnsemblID
Smarca4	20586	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	mouse	Smarca4	ENSMUSG00000032187
Smarca5	93762	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"	mouse	Smarca5	ENSMUSG00000031715
Smarcad1	13990	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"	mouse	Smarcad1	ENSMUSG00000029920
Smarcal1	54380	"SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1"	mouse	Smarcal1	ENSMUSG00000039354
Smarcb1	20587	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	mouse	Smarcb1	ENSMUSG00000000902
Smarcc1	20588	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	mouse	Smarcc1	ENSMUSG00000032481
Smarcc2	68094	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"	mouse	Smarcc2	ENSMUSG00000025369
Smarcd1	83797	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	mouse	Smarcd1	ENSMUSG00000023018
Smarcd2	83796	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"	mouse	Smarcd2	ENSMUSG00000078619
Smarcd3	66993	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"	mouse	Smarcd3	ENSMUSG00000028949
Smarce1	57376	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	mouse	Smarce1	ENSMUSG00000037935
Snai1	20613	snail family zinc finger 1	mouse	Snai1	ENSMUSG00000042821
Snai2	20583	snail family zinc finger 2	mouse	Snai2	ENSMUSG00000022676
Snai3	30927	snail family zinc finger 3	mouse	Snai3	ENSMUSG00000006587
Snapc4	227644	"small nuclear RNA activating complex, polypeptide 4"	mouse	Snapc4	ENSMUSG00000036281
Sohlh1	227631	spermatogenesis and oogenesis specific basic helix-loop-helix 1	mouse	Sohlh1	ENSMUSG00000059625
Sohlh2	74434	spermatogenesis and oogenesis specific basic helix-loop-helix 2	mouse	Sohlh2	ENSMUSG00000027794
Sox1	20664	SRY (sex determining region Y)-box 1	mouse	Sox1	ENSMUSG00000096014
Sox10	20665	SRY (sex determining region Y)-box 10	mouse	Sox10	ENSMUSG00000033006
Sox11	20666	SRY (sex determining region Y)-box 11	mouse	Sox11	ENSMUSG00000063632
Sox12	20667	SRY (sex determining region Y)-box 12	mouse	Sox12	ENSMUSG00000051817
Sox13	20668	SRY (sex determining region Y)-box 13	mouse	Sox13	ENSMUSG00000070643
Sox14	20669	SRY (sex determining region Y)-box 14	mouse	Sox14	ENSMUSG00000053747
Sox15	20670	SRY (sex determining region Y)-box 15	mouse	Sox15	ENSMUSG00000041287
Sox16	116912	SRY (sex determining region Y)-box 16	mouse	Sox16	
Sox17	20671	SRY (sex determining region Y)-box 17	mouse	Sox17	ENSMUSG00000025902
Sox18	20672	SRY (sex determining region Y)-box 18	mouse	Sox18	ENSMUSG00000046470
Sox2	20674	SRY (sex determining region Y)-box 2	mouse	Sox2	ENSMUSG00000074637
Sox21	223227	SRY (sex determining region Y)-box 21	mouse	Sox21	ENSMUSG00000061517
Sox3	20675	SRY (sex determining region Y)-box 3	mouse	Sox3	ENSMUSG00000045179
Sox30	214105	SRY (sex determining region Y)-box 30	mouse	Sox30	ENSMUSG00000040489
Sox4	20677	SRY (sex determining region Y)-box 4	mouse	Sox4	ENSMUSG00000076431
Sox5	20678	SRY (sex determining region Y)-box 5	mouse	Sox5	ENSMUSG00000041540
Sox6	20679	SRY (sex determining region Y)-box 6	mouse	Sox6	ENSMUSG00000051910
Sox7	20680	SRY (sex determining region Y)-box 7	mouse	Sox7	ENSMUSG00000063060
Sox8	20681	SRY (sex determining region Y)-box 8	mouse	Sox8	ENSMUSG00000024176
Sox9	20682	SRY (sex determining region Y)-box 9	mouse	Sox9	ENSMUSG00000000567
Sp1	20683	trans-acting transcription factor 1	mouse	Sp1	ENSMUSG00000001280
Sp100	20684	nuclear antigen Sp100	mouse	Sp100	ENSMUSG00000026222
Sp110	109032	Sp110 nuclear body protein	mouse	Sp110	ENSMUSG00000070034
Sp140	434484	Sp140 nuclear body protein	mouse	Sp140	ENSMUSG00000070031
Sp2	78912	Sp2 transcription factor	mouse	Sp2	ENSMUSG00000018678
Sp3	20687	trans-acting transcription factor 3	mouse	Sp3	ENSMUSG00000027109
Sp4	20688	trans-acting transcription factor 4	mouse	Sp4	ENSMUSG00000025323
Sp5	64406	trans-acting transcription factor 5	mouse	Sp5	ENSMUSG00000075304
Sp6	83395	trans-acting transcription factor 6	mouse	Sp6	ENSMUSG00000038560
Sp7	170574	Sp7 transcription factor 7	mouse	Sp7	ENSMUSG00000060284
Sp8	320145	trans-acting transcription factor 8	mouse	Sp8	ENSMUSG00000048562
Sp9	381373	trans-acting transcription factor 9	mouse	Sp9	ENSMUSG00000068859
Spdef	30051	SAM pointed domain containing ets transcription factor	mouse	Spdef	ENSMUSG00000024215
Spi1	20375	spleen focus forming virus (SFFV) proviral integration oncogene	mouse	Spi1	ENSMUSG00000002111
Spib	272382	Spi-B transcription factor (Spi-1/PU.1 related)	mouse	Spib	ENSMUSG00000008193
Spic	20728	Spi-C transcription factor (Spi-1/PU.1 related)	mouse	Spic	ENSMUSG00000004359
Spz1	79401	spermatogenic leucine zipper 1	mouse	Spz1	ENSMUSG00000046957
Srebf1	20787	sterol regulatory element binding transcription factor 1	mouse	Srebf1	ENSMUSG00000020538
Srebf2	20788	sterol regulatory element binding factor 2	mouse	Srebf2	ENSMUSG00000022463
Srf	20807	serum response factor	mouse	Srf	ENSMUSG00000015605
Sry	21674	sex determining region of Chr Y	mouse	Sry	ENSMUSG00000069036
Ssrp1	20833	structure specific recognition protein 1	mouse	Ssrp1	ENSMUSG00000027067
St18	240690	suppression of tumorigenicity 18	mouse	St18	ENSMUSG00000033740
Stat1	20846	signal transducer and activator of transcription 1	mouse	Stat1	ENSMUSG00000026104
Stat2	20847	signal transducer and activator of transcription 2	mouse	Stat2	ENSMUSG00000040033
Stat3	20848	signal transducer and activator of transcription 3	mouse	Stat3	ENSMUSG00000004040
Stat4	20849	signal transducer and activator of transcription 4	mouse	Stat4	ENSMUSG00000062939
Stat5a	20850	signal transducer and activator of transcription 5A	mouse	Stat5a	ENSMUSG00000004043
Stat5b	20851	signal transducer and activator of transcription 5B	mouse	Stat5b	ENSMUSG00000020919
Stat6	20852	signal transducer and activator of transcription 6	mouse	Stat6	ENSMUSG00000002147
T	20997	brachyury	mouse	T	ENSMUSG00000062327
T2	21331	brachyury 2	mouse	T2	ENSMUSG00000058159
Tada2a	217031	transcriptional adaptor 2A	mouse	Tada2a	ENSMUSG00000018651
Tada2b	231151	transcriptional adaptor 2B	mouse	Tada2b	ENSMUSG00000029196
Taf1	270627	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor"	mouse	Taf1	ENSMUSG00000031314
Tal1	21349	T cell acute lymphocytic leukemia 1	mouse	Tal1	ENSMUSG00000028717
Tal2	21350	T cell acute lymphocytic leukemia 2	mouse	Tal2	ENSMUSG00000028417
Tax1bp1	52440	Tax1 (human T cell leukemia virus type I) binding protein 1	mouse	Tax1bp1	ENSMUSG00000004535
Tax1bp3	76281	Tax1 (human T cell leukemia virus type I) binding protein 3	mouse	Tax1bp3	ENSMUSG00000040158
Tbp	21374	TATA box binding protein	mouse	Tbp	ENSMUSG00000014767
Tbpl1	237336	TATA box binding protein-like 1	mouse	Tbpl1	ENSMUSG00000071359
Tbpl2	227606	TATA box binding protein like 2	mouse	Tbpl2	ENSMUSG00000061809
Tbr1	21375	T-box brain gene 1	mouse	Tbr1	ENSMUSG00000035033
Tbx1	21380	T-box 1	mouse	Tbx1	ENSMUSG00000009097
Tbx10	109575	T-box 10	mouse	Tbx10	ENSMUSG00000037477
Tbx15	21384	T-box 15	mouse	Tbx15	ENSMUSG00000027868
Tbx18	76365	T-box18	mouse	Tbx18	ENSMUSG00000032419
Tbx19	83993	T-box 19	mouse	Tbx19	ENSMUSG00000026572
Tbx2	21385	T-box 2	mouse	Tbx2	ENSMUSG00000000093
Tbx20	57246	T-box 20	mouse	Tbx20	ENSMUSG00000031965
Tbx21	57765	T-box 21	mouse	Tbx21	ENSMUSG00000001444
Tbx22	245572	T-box 22	mouse	Tbx22	ENSMUSG00000031241
Tbx3	21386	T-box 3	mouse	Tbx3	ENSMUSG00000018604
Tbx4	21387	T-box 4	mouse	Tbx4	ENSMUSG00000000094
Tbx5	21388	T-box 5	mouse	Tbx5	ENSMUSG00000018263
Tbx6	21389	T-box 6	mouse	Tbx6	ENSMUSG00000030699
Tcf12	21406	transcription factor 12	mouse	Tcf12	ENSMUSG00000032228
Tcf15	21407	transcription factor 15	mouse	Tcf15	ENSMUSG00000068079
Tcf19	106795	transcription factor 19	mouse	Tcf19	ENSMUSG00000050410
Tcf20	21411	transcription factor 20	mouse	Tcf20	ENSMUSG00000041852
Tcf21	21412	transcription factor 21	mouse	Tcf21	ENSMUSG00000045680
Tcf23	69852	transcription factor 23	mouse	Tcf23	ENSMUSG00000006642
Tcf24	100039596	transcription factor 24	mouse	Tcf24	ENSMUSG00000099032
Tcf25	66855	transcription factor 25 (basic helix-loop-helix)	mouse	Tcf25	ENSMUSG00000001472
Tcf3	21423	transcription factor 3	mouse	Tcf3	ENSMUSG00000020167
Tcf4	21413	transcription factor 4	mouse	Tcf4	ENSMUSG00000053477
Tcf7	21414	"transcription factor 7, T cell specific"	mouse	Tcf7	ENSMUSG00000000782
Tcf7l1	21415	"transcription factor 7 like 1 (T cell specific, HMG box)"	mouse	Tcf7l1	ENSMUSG00000055799
Tcf7l2	21416	"transcription factor 7 like 2, T cell specific, HMG box"	mouse	Tcf7l2	ENSMUSG00000024985
Tcfl5	277353	transcription factor-like 5 (basic helix-loop-helix)	mouse	Tcfl5	ENSMUSG00000038932
Tead1	21676	TEA domain family member 1	mouse	Tead1	ENSMUSG00000055320
Tead2	21677	TEA domain family member 2	mouse	Tead2	ENSMUSG00000030796
Tead3	21678	TEA domain family member 3	mouse	Tead3	ENSMUSG00000002249
Tead4	21679	TEA domain family member 4	mouse	Tead4	ENSMUSG00000030353
Tef	21685	thyrotroph embryonic factor	mouse	Tef	ENSMUSG00000022389
Terf1	21749	telomeric repeat binding factor 1	mouse	Terf1	ENSMUSG00000025925
Terf2	21750	telomeric repeat binding factor 2	mouse	Terf2	ENSMUSG00000031921
Tet1	52463	tet methylcytosine dioxygenase 1	mouse	Tet1	ENSMUSG00000047146
Tet2	214133	tet methylcytosine dioxygenase 2	mouse	Tet2	ENSMUSG00000040943
Tet3	194388	tet methylcytosine dioxygenase 3	mouse	Tet3	ENSMUSG00000034832
Tfam	21780	"transcription factor A, mitochondrial"	mouse	Tfam	ENSMUSG00000003923
Tfap2a	21418	"transcription factor AP-2, alpha"	mouse	Tfap2a	ENSMUSG00000021359
Tfap2b	21419	transcription factor AP-2 beta	mouse	Tfap2b	ENSMUSG00000025927
Tfap2c	21420	"transcription factor AP-2, gamma"	mouse	Tfap2c	ENSMUSG00000028640
Tfap2d	226896	"transcription factor AP-2, delta"	mouse	Tfap2d	ENSMUSG00000042596
Tfap2e	332937	"transcription factor AP-2, epsilon"	mouse	Tfap2e	ENSMUSG00000042477
Tfap4	83383	transcription factor AP4	mouse	Tfap4	ENSMUSG00000005718
Tfb1m	224481	"transcription factor B1, mitochondrial"	mouse	Tfb1m	ENSMUSG00000036983
Tfb2m	15278	"transcription factor B2, mitochondrial"	mouse	Tfb2m	ENSMUSG00000026492
Tfcp2	21422	transcription factor CP2	mouse	Tfcp2	ENSMUSG00000009733
Tfcp2l1	81879	transcription factor CP2-like 1	mouse	Tfcp2l1	ENSMUSG00000026380
Tfdp1	21781	transcription factor Dp 1	mouse	Tfdp1	ENSMUSG00000038482
Tfdp2	211586	transcription factor Dp 2	mouse	Tfdp2	ENSMUSG00000032411
Tfe3	209446	transcription factor E3	mouse	Tfe3	ENSMUSG00000000134
Tfeb	21425	transcription factor EB	mouse	Tfeb	ENSMUSG00000023990
Tfec	21426	transcription factor EC	mouse	Tfec	ENSMUSG00000029553
Tgif1	21815	TGFB-induced factor homeobox 1	mouse	Tgif1	ENSMUSG00000047407
Tgif2	228839	TGFB-induced factor homeobox 2	mouse	Tgif2	ENSMUSG00000062175
Tgif2lx1	245583	"TGFB-induced factor homeobox 2-like, X-linked 1"	mouse	Tgif2lx1	ENSMUSG00000100133
Tgif2lx2	100039551	"TGFB-induced factor homeobox 2-like, X-linked 2"	mouse	Tgif2lx2	ENSMUSG00000100194
Thap1	73754	"THAP domain containing, apoptosis associated protein 1"	mouse	Thap1	ENSMUSG00000037214
Thap11	59016	THAP domain containing 11	mouse	Thap11	ENSMUSG00000036442
Thap2	66816	"THAP domain containing, apoptosis associated protein 2"	mouse	Thap2	ENSMUSG00000020137
Thap3	69876	"THAP domain containing, apoptosis associated protein 3"	mouse	Thap3	ENSMUSG00000039759
Thap4	67026	THAP domain containing 4	mouse	Thap4	ENSMUSG00000026279
Thap6	381650	THAP domain containing 6	mouse	Thap6	ENSMUSG00000102644
Thap7	69009	THAP domain containing 7	mouse	Thap7	ENSMUSG00000022760
Thap8	108167416	THAP domain containing 8	mouse	Thap8	ENSMUSG00000013928
Thra	21833	thyroid hormone receptor alpha	mouse	Thra	ENSMUSG00000058756
Thrb	21834	thyroid hormone receptor beta	mouse	Thrb	ENSMUSG00000021779
Tlx1	21908	"T cell leukemia, homeobox 1"	mouse	Tlx1	ENSMUSG00000025215
Tlx2	21909	"T cell leukemia, homeobox 2"	mouse	Tlx2	ENSMUSG00000068327
Tlx3	27140	"T cell leukemia, homeobox 3"	mouse	Tlx3	ENSMUSG00000040610
Toe1	68276	"target of EGR1, member 1 (nuclear)"	mouse	Toe1	ENSMUSG00000028688
Topors	106021	"topoisomerase I binding, arginine/serine-rich"	mouse	Topors	ENSMUSG00000036822
Tox	252838	thymocyte selection-associated high mobility group box	mouse	Tox	ENSMUSG00000041272
Tox2	269389	TOX high mobility group box family member 2	mouse	Tox2	ENSMUSG00000074607
Tox3	244579	TOX high mobility group box family member 3	mouse	Tox3	ENSMUSG00000043668
Tox4	268741	TOX high mobility group box family member 4	mouse	Tox4	ENSMUSG00000016831
Trerf1	224829	transcriptional regulating factor 1	mouse	Trerf1	ENSMUSG00000064043
Trp53	22059	transformation related protein 53	mouse	Trp53	ENSMUSG00000059552
Trp63	22061	transformation related protein 63	mouse	Trp63	ENSMUSG00000022510
Trp73	22062	transformation related protein 73	mouse	Trp73	ENSMUSG00000029026
Trps1	83925	trichorhinophalangeal syndrome I (human)	mouse	Trps1	ENSMUSG00000038679
Tsc22d1	21807	"TSC22 domain family, member 1"	mouse	Tsc22d1	ENSMUSG00000022010
Tsc22d2	72033	"TSC22 domain family, member 2"	mouse	Tsc22d2	ENSMUSG00000027806
Tsc22d3	14605	"TSC22 domain family, member 3"	mouse	Tsc22d3	ENSMUSG00000031431
Tsc22d4	78829	"TSC22 domain family, member 4"	mouse	Tsc22d4	ENSMUSG00000029723
Tshz1	110796	teashirt zinc finger family member 1	mouse	Tshz1	ENSMUSG00000046982
Tshz2	228911	teashirt zinc finger family member 2	mouse	Tshz2	ENSMUSG00000047907
Tshz3	243931	teashirt zinc finger family member 3	mouse	Tshz3	ENSMUSG00000021217
Ttf1	22130	"transcription termination factor, RNA polymerase I"	mouse	Ttf1	ENSMUSG00000026803
Ttf2	74044	"transcription termination factor, RNA polymerase II"	mouse	Ttf2	ENSMUSG00000033222
Tub	22141	tubby candidate gene	mouse	Tub	ENSMUSG00000031028
Twist1	22160	twist basic helix-loop-helix transcription factor 1	mouse	Twist1	ENSMUSG00000035799
Twist2	13345	twist basic helix-loop-helix transcription factor 2	mouse	Twist2	ENSMUSG00000007805
Ubp1	22221	upstream binding protein 1	mouse	Ubp1	ENSMUSG00000009741
Ubtf	21429	"upstream binding transcription factor, RNA polymerase I"	mouse	Ubtf	ENSMUSG00000020923
Ubtfl1	546118	"upstream binding transcription factor, RNA polymerase I-like 1"	mouse	Ubtfl1	ENSMUSG00000074502
Uncx	22255	UNC homeobox	mouse	Uncx	ENSMUSG00000029546
Unk	217331	unkempt homolog (Drosophila)	mouse	Unk	ENSMUSG00000020770
Unkl	74154	unkempt-like (Drosophila)	mouse	Unkl	ENSMUSG00000015127
Usf1	22278	upstream transcription factor 1	mouse	Usf1	ENSMUSG00000026641
Usf2	22282	upstream transcription factor 2	mouse	Usf2	ENSMUSG00000058239
Usf3	207806	upstream transcription factor family member 3	mouse	Usf3	ENSMUSG00000068284
Utf1	22286	undifferentiated embryonic cell transcription factor 1	mouse	Utf1	ENSMUSG00000047751
Vax1	22326	ventral anterior homeobox 1	mouse	Vax1	ENSMUSG00000006270
Vax2	24113	ventral anterior homeobox 2	mouse	Vax2	ENSMUSG00000034777
Vdr	22337	vitamin D receptor	mouse	Vdr	ENSMUSG00000022479
Vezf1	22344	vascular endothelial zinc finger 1	mouse	Vezf1	ENSMUSG00000018377
Vsx1	114889	visual system homeobox 1 homolog (zebrafish)	mouse	Vsx1	ENSMUSG00000033080
Vsx2	12677	visual system homeobox 2	mouse	Vsx2	ENSMUSG00000021239
Wdhd1	218973	WD repeat and HMG-box DNA binding protein 1	mouse	Wdhd1	ENSMUSG00000037572
Whsc1	107823	Wolf-Hirschhorn syndrome candidate 1 (human)	mouse	Nsd2	ENSMUSG00000057406
Wiz	22404	widely-interspaced zinc finger motifs	mouse	Wiz	ENSMUSG00000024050
Wt1	22431	Wilms tumor 1 homolog	mouse	Wt1	ENSMUSG00000016458
Xbp1	22433	X-box binding protein 1	mouse	Xbp1	ENSMUSG00000020484
Ybx1	22608	Y box protein 1	mouse	Ybx1	ENSMUSG00000028639
Ybx2	53422	Y box protein 2	mouse	Ybx2	ENSMUSG00000018554
Ybx3	56449	Y box protein 3	mouse	Ybx3	ENSMUSG00000030189
Yeats2	208146	YEATS domain containing 2	mouse	Yeats2	ENSMUSG00000041215
Yeats4	64050	YEATS domain containing 4	mouse	Yeats4	ENSMUSG00000020171
Yy1	22632	YY1 transcription factor	mouse	Yy1	ENSMUSG00000021264
Yy2	100073351	Yy2 transcription factor	mouse	Yy2	ENSMUSG00000091736
Zbed3	72114	"zinc finger, BED type containing 3"	mouse	Zbed3	ENSMUSG00000041995
Zbed4	223773	"zinc finger, BED type containing 4"	mouse	Zbed4	ENSMUSG00000034333
Zbed6	667118	"zinc finger, BED type containing 6"	mouse	Zbed6	ENSMUSG00000094410
Zbp1	58203	Z-DNA binding protein 1	mouse	Zbp1	ENSMUSG00000027514
Zbtb1	268564	zinc finger and BTB domain containing 1	mouse	Zbtb1	ENSMUSG00000033454
Zbtb10	229055	zinc finger and BTB domain containing 10	mouse	Zbtb10	ENSMUSG00000069114
Zbtb11	271377	zinc finger and BTB domain containing 11	mouse	Zbtb11	ENSMUSG00000022601
Zbtb12	193736	zinc finger and BTB domain containing 12	mouse	Zbtb12	ENSMUSG00000049823
Zbtb14	22666	zinc finger and BTB domain containing 14	mouse	Zbtb14	ENSMUSG00000049672
Zbtb16	235320	zinc finger and BTB domain containing 16	mouse	Zbtb16	ENSMUSG00000066687
Zbtb17	22642	zinc finger and BTB domain containing 17	mouse	Zbtb17	ENSMUSG00000006215
Zbtb18	30928	zinc finger and BTB domain containing 18	mouse	Zbtb18	ENSMUSG00000063659
Zbtb2	381990	zinc finger and BTB domain containing 2	mouse	Zbtb2	ENSMUSG00000075327
Zbtb20	56490	zinc finger and BTB domain containing 20	mouse	Zbtb20	ENSMUSG00000022708
Zbtb21	114565	zinc finger and BTB domain containing 21	mouse	Zbtb21	ENSMUSG00000046962
Zbtb22	81630	zinc finger and BTB domain containing 22	mouse	Zbtb22	ENSMUSG00000051390
Zbtb24	268294	zinc finger and BTB domain containing 24	mouse	Zbtb24	ENSMUSG00000019826
Zbtb25	109929	zinc finger and BTB domain containing 25	mouse	Zbtb25	ENSMUSG00000056459
Zbtb26	320633	zinc finger and BTB domain containing 26	mouse	Zbtb26	ENSMUSG00000050714
Zbtb3	75291	zinc finger and BTB domain containing 3	mouse	Zbtb3	ENSMUSG00000071661
Zbtb32	58206	zinc finger and BTB domain containing 32	mouse	Zbtb32	ENSMUSG00000006310
Zbtb33	56805	zinc finger and BTB domain containing 33	mouse	Zbtb33	ENSMUSG00000048047
Zbtb34	241311	zinc finger and BTB domain containing 34	mouse	Zbtb34	ENSMUSG00000068966
Zbtb37	240869	zinc finger and BTB domain containing 37	mouse	Zbtb37	ENSMUSG00000043467
Zbtb38	245007	zinc finger and BTB domain containing 38	mouse	Zbtb38	ENSMUSG00000040433
Zbtb39	320080	zinc finger and BTB domain containing 39	mouse	Zbtb39	ENSMUSG00000044617
Zbtb4	75580	zinc finger and BTB domain containing 4	mouse	Zbtb4	ENSMUSG00000018750
Zbtb40	230848	zinc finger and BTB domain containing 40	mouse	Zbtb40	ENSMUSG00000060862
Zbtb41	226470	zinc finger and BTB domain containing 41	mouse	Zbtb41	ENSMUSG00000033964
Zbtb42	382639	zinc finger and BTB domain containing 42	mouse	Zbtb42	ENSMUSG00000037638
Zbtb43	71834	zinc finger and BTB domain containing 43	mouse	Zbtb43	ENSMUSG00000026788
Zbtb44	235132	zinc finger and BTB domain containing 44	mouse	Zbtb44	ENSMUSG00000047412
Zbtb45	232879	zinc finger and BTB domain containing 45	mouse	Zbtb45	ENSMUSG00000049600
Zbtb46	72147	zinc finger and BTB domain containing 46	mouse	Zbtb46	ENSMUSG00000027583
Zbtb48	100090	zinc finger and BTB domain containing 48	mouse	Zbtb48	ENSMUSG00000028952
Zbtb49	75079	zinc finger and BTB domain containing 49	mouse	Zbtb49	ENSMUSG00000029127
Zbtb5	230119	zinc finger and BTB domain containing 5	mouse	Zbtb5	ENSMUSG00000049657
Zbtb6	241322	zinc finger and BTB domain containing 6	mouse	Zbtb6	ENSMUSG00000066798
Zbtb7a	16969	zinc finger and BTB domain containing 7a	mouse	Zbtb7a	ENSMUSG00000035011
Zbtb7b	22724	zinc finger and BTB domain containing 7B	mouse	Zbtb7b	ENSMUSG00000028042
Zbtb7c	207259	zinc finger and BTB domain containing 7C	mouse	Zbtb7c	ENSMUSG00000044646
Zbtb8a	73680	zinc finger and BTB domain containing 8a	mouse	Zbtb8a	ENSMUSG00000028807
Zbtb8b	215627	zinc finger and BTB domain containing 8b	mouse	Zbtb8b	ENSMUSG00000048485
Zbtb9	474156	zinc finger and BTB domain containing 9	mouse	Zbtb9	ENSMUSG00000079605
Zc3h10	103284	zinc finger CCCH type containing 10	mouse	Zc3h10	ENSMUSG00000039810
Zc3h11a	70579	zinc finger CCCH type containing 11A	mouse	Zc3h11a	ENSMUSG00000102976
Zc3h12a	230738	zinc finger CCCH type containing 12A	mouse	Zc3h12a	ENSMUSG00000042677
Zc3h12b	547176	zinc finger CCCH-type containing 12B	mouse	Zc3h12b	ENSMUSG00000035045
Zc3h13	67302	zinc finger CCCH type containing 13	mouse	Zc3h13	ENSMUSG00000022000
Zc3h14	75553	zinc finger CCCH type containing 14	mouse	Zc3h14	ENSMUSG00000021012
Zc3h15	69082	zinc finger CCCH-type containing 15	mouse	Zc3h15	ENSMUSG00000027091
Zc3h18	76014	zinc finger CCCH-type containing 18	mouse	Zc3h18	ENSMUSG00000017478
Zc3h3	223642	zinc finger CCCH type containing 3	mouse	Zc3h3	ENSMUSG00000075600
Zc3h4	330474	zinc finger CCCH-type containing 4	mouse	Zc3h4	ENSMUSG00000059273
Zc3h6	78751	zinc finger CCCH type containing 6	mouse	Zc3h6	ENSMUSG00000042851
Zc3h7a	106205	zinc finger CCCH type containing 7 A	mouse	Zc3h7a	ENSMUSG00000037965
Zc3h7b	20286	zinc finger CCCH type containing 7B	mouse	Zc3h7b	ENSMUSG00000022390
Zc3h8	57432	zinc finger CCCH type containing 8	mouse	Zc3h8	ENSMUSG00000027387
Zcchc11	230594	"zinc finger, CCHC domain containing 11"	mouse	Tut4	ENSMUSG00000034610
Zcchc6	214290	"zinc finger, CCHC domain containing 6"	mouse	Tut7	ENSMUSG00000035248
Zeb1	21417	zinc finger E-box binding homeobox 1	mouse	Zeb1	ENSMUSG00000024238
Zeb2	24136	zinc finger E-box binding homeobox 2	mouse	Zeb2	ENSMUSG00000026872
Zfat	380993	zinc finger and AT hook domain containing	mouse	Zfat	ENSMUSG00000022335
Zfhx2	239102	zinc finger homeobox 2	mouse	Zfhx2	ENSMUSG00000040721
Zfhx3	11906	zinc finger homeobox 3	mouse	Zfhx3	ENSMUSG00000038872
Zfhx4	80892	zinc finger homeodomain 4	mouse	Zfhx4	ENSMUSG00000025255
Zfp1	22640	zinc finger protein 1	mouse	Zfp1	ENSMUSG00000055835
Zfp105	22646	zinc finger protein 105	mouse	Zfp105	ENSMUSG00000057895
Zfp106	20402	zinc finger protein 106	mouse	Zfp106	ENSMUSG00000027288
Zfp108	54678	zinc finger protein 108	mouse	Zfp108	ENSMUSG00000030486
Zfp11	22648	zinc finger protein 11	mouse	Zfp11	ENSMUSG00000051034
Zfp110	65020	zinc finger protein 110	mouse	Zfp110	ENSMUSG00000058638
Zfp111	56707	zinc finger protein 111	mouse	Zfp111	ENSMUSG00000087598
Zfp112	57745	zinc finger protein 112	mouse	Zfp112	ENSMUSG00000052675
Zfp113	56314	zinc finger protein 113	mouse	Zfp113	ENSMUSG00000037007
Zfp12	231866	zinc finger protein 12	mouse	Zfp12	ENSMUSG00000029587
Zfp128	243833	zinc finger protein 128	mouse	Zfp128	ENSMUSG00000060397
Zfp13	22654	zinc finger protein 13	mouse	Zfp13	ENSMUSG00000062012
Zfp131	72465	zinc finger protein 131	mouse	Zfp131	ENSMUSG00000094870
Zfp14	243906	zinc finger protein 14	mouse	Zfp14	ENSMUSG00000053985
Zfp141	434178	zinc finger protein 141	mouse	Zfp141	ENSMUSG00000092416
Zfp142	77264	zinc finger protein 142	mouse	Zfp142	ENSMUSG00000026135
Zfp143	20841	zinc finger protein 143	mouse	Zfp143	ENSMUSG00000061079
Zfp146	26465	zinc finger protein 146	mouse	Zfp146	ENSMUSG00000037029
Zfp148	22661	zinc finger protein 148	mouse	Zfp148	ENSMUSG00000022811
Zfp160	224585	zinc finger protein 160	mouse	Zfp160	ENSMUSG00000067942
Zfp169	67911	zinc finger protein 169	mouse	Zfp169	ENSMUSG00000050954
Zfp174	385674	zinc finger protein 174	mouse	Zfp174	ENSMUSG00000054939
Zfp180	210135	zinc finger protein 180	mouse	Zfp180	ENSMUSG00000057101
Zfp182	319535	zinc finger protein 182	mouse	Zfp182	ENSMUSG00000054737
Zfp184	193452	zinc finger protein 184 (Kruppel-like)	mouse	Zfp184	ENSMUSG00000006720
Zfp189	230162	zinc finger protein 189	mouse	Zfp189	ENSMUSG00000039634
Zfp2	22678	zinc finger protein 2	mouse	Zfp2	ENSMUSG00000049321
Zfp202	80902	zinc finger protein 202	mouse	Zfp202	ENSMUSG00000025602
Zfp207	22680	zinc finger protein 207	mouse	Zfp207	ENSMUSG00000017421
Zfp212	232784	Zinc finger protein 212	mouse	Zfp212	ENSMUSG00000052763
Zfp213	449521	zinc finger protein 213	mouse	Zfp213	ENSMUSG00000071256
Zfp217	228913	zinc finger protein 217	mouse	Zfp217	ENSMUSG00000052056
Zfp219	69890	zinc finger protein 219	mouse	Zfp219	ENSMUSG00000049295
Zfp235	56525	zinc finger protein 235	mouse	Zfp235	ENSMUSG00000047603
